english,spanish,context
cross section, perfil transversal,Technological Sciences > Construction technology
cross section,sección transversal,Technological Sciences > Environmental technology and engineering
crust,costra,Technological Sciences > Food technology
crust,costra,Technological Sciences > Environmental technology and engineering
crust, corteza,Technological Sciences > Environmental technology and engineering
crust, corteza terrestre,Technological Sciences > Environmental technology and engineering
crust,corteza,Earth and Space Sciences > Geology
cure,cura,Medical Sciences > Pharmacology
cure,curar,Technological Sciences > Food technology
current divider,divisor de corriente,Technological Sciences > Electronic technology
current divider,divisor de intensidad,Technological Sciences > Electrical technology and engineering
current intensity,corriente,Technological Sciences > Electronic technology
current intensity, intensidad,Technological Sciences > Electronic technology
current intensity, intensidad de la corriente,Technological Sciences > Electronic technology
current intensity, intensidad de la corriente eléctrica,Technological Sciences > Electronic technology
current intensity,intensidad de corriente,Physics > Electro-magnetism
current intensity,corriente,Technological Sciences > Electrical technology and engineering
current intensity, intensidad de corriente,Technological Sciences > Electrical technology and engineering
current intensity,intensidad de corriente,Physics > General Physics specialities
cut,seccionar,Technological Sciences > Mechanical engineering and technology
cut,corte,Life sciences > Cell biology
damping coefficient,coeficiente de amortiguación,Physics > General Physics specialities
damping coefficient,coeficiente de amortiguamiento,Physics > Electro-magnetism
data processing,informática,Technological Sciences > Instrumentation technology
data processing,tratamiento de datos,Chemistry > Physical chemistry
datum,dato,Chemistry > Physical chemistry
datum,dato,Mathematics > Analysis and functional analysis
datum,dato,Technological Sciences > Telecommunications technology
datum,elemento de referencia,Technological Sciences > Mechanical engineering and technology
deadline,fecha límite,Technological Sciences > Projects
deadline,plazo,Medical Sciences > Pharmacology
debris,derribio,Technological Sciences > Environmental technology and engineering
debris, escombro,Technological Sciences > Environmental technology and engineering
debris,derrubio,Earth and Space Sciences > Geology
decay,desintegración,Physics > Mechanics
decay,decrecimiento,Mathematics > Analysis and functional analysis
decay rate,actividad,Physics > General Physics specialities
decay rate,velocidad de desintegración,Life sciences > Biochemistry and Molecular Biology
decrease,descenso,Medical Sciences > Pharmaceutical Technology
decrease,decrecimiento,Mathematics > Analysis and functional analysis
deduction,deducción,Technological Sciences > Projects
deduction,deducción,Economic Sciences > General economics
deduction,retención,Economic Sciences > Organization and management of enterprises
definitive host,huésped definitivo,Medical Sciences > Microbiology
definitive host,hospedador definitivo,Life sciences > Microbiology
delay,retardo,Technological Sciences > Projects
delay, retraso,Technological Sciences > Projects
delay,retardo,Physics > Electro-magnetism
delay,retardo,Technological Sciences > Telecommunications technology
delay,retraso,Medical Sciences > Pharmacology
delay,retardo,Technological Sciences > Computer technology
delay, tiempo de retardo,Technological Sciences > Computer technology
delay,retardo,Technological Sciences > Instrumentation technology
delta,delta,Technological Sciences > Environmental technology and engineering
delta,delta,Earth and Space Sciences > Geology
delta,triángulo,Technological Sciences > Electrical technology and engineering
delta connection,conexión en triángulo,Technological Sciences > Electrical technology and engineering
delta connection, conexión triángulo,Technological Sciences > Electrical technology and engineering
delta connection,acoplamiento en triángulo,Technological Sciences > Electronic technology
delta connection, coenxión en triángulo,Technological Sciences > Electronic technology
delta connection, conexión delta,Technological Sciences > Electronic technology
density function,función de densidad,Technological Sciences > Environmental technology and engineering
density function,función de densidad,Mathematics > Analysis and functional analysis
density function,función de densidad,Mathematics > Statistics
density function,función de densidad,Economic Sciences > Econometrics
density function,función de densidad de probabilidad,Technological Sciences > Construction technology
deposition,deposición,Technological Sciences > Environmental technology and engineering
deposition,depósito,Earth and Space Sciences > Geology
depreciation,amortización,Economic Sciences > Organization and management of enterprises
depreciation,depreciación,Technological Sciences > Projects
depreciation, desvalorización,Technological Sciences > Projects
depreciation,amortización,Economic Sciences > General economics
depreciation, depreciación,Economic Sciences > General economics
depreciation,depreciación,Economic Sciences > Economic theory
derivate,derivada,Mathematics > Analysis and functional analysis
derivate,derivar,Economic Sciences > Econometrics
diagram,diagrama,Mathematics > Analysis and functional analysis
diagram,diagrama,Technological Sciences > Construction technology
diagram,diagrama,Medical Sciences > Pharmaceutical Technology
diagram,diagrama,Technological Sciences > Electrical technology and engineering
diagram, esquema,Technological Sciences > Electrical technology and engineering
diagram,esquema,Technological Sciences > Telecommunications technology
diagram,diagrama,Physics > Electro-magnetism
diagram,diagrama,Technological Sciences > Computer technology
diet,dieta,Life sciences > Animal Biology
diet,alimentación,Technological Sciences > Food technology
diet,alimentación,Medical Sciences > Pharmacology
diet, dieta,Medical Sciences > Pharmacology
diet, nutrición,Medical Sciences > Pharmacology
digestive system,aparato digestivo,Medical Sciences > Pharmacology
digestive system,sistema digestivo,Life sciences > Animal Biology
dimension,cota,Technological Sciences > Industrial technology
dimension, dimensión,Technological Sciences > Industrial technology
dimension,acotar,Technological Sciences > Mechanical engineering and technology
dimension,dimensión,Physics > Theoretical physics
dimension,dimensión,Technological Sciences > Construction technology
dimension,dimensión,Physics > Mechanics
dimension,cota,Technological Sciences > Projects
dimension,dimensión,Mathematics > Analysis and functional analysis
dimension,dimensión,Physics > General Physics specialities
dimension,dimensión,Chemistry > Physical chemistry
dimension,dimensión,Physics > Electro-magnetism
dimension,dimensión,Mathematics > Algebra
dimensioning,acotación,Technological Sciences > Industrial technology
dimensioning,dimensionamiento,Technological Sciences > Construction technology
disorder,desorden,Physics > Thermodynamics
disorder,alteración,Medical Sciences > Pharmacology
disturbance,perturbación,Technological Sciences > Telecommunications technology
disturbance,perturbación,Physics > Electro-magnetism
disturbance,alteración,Medical Sciences > Medical diagnostic and Treatment Technology
ditch,foso,Technological Sciences > Projects
ditch,zanja,Technological Sciences > Environmental technology and engineering
